head	relation	tail
diagnosis_3240	age_group	old-age
diagnosis_3240	age	age_9
diagnosis_3240	weight	weight_27
diagnosis_3240	treatment	rx_7
rx_7	treatment_code	TREATTX-0001-00008
diagnosis_3240	treatment	rx_14
rx_14	treatment_code	EA020
diagnosis_3240	treatment	rx_31
rx_31	treatment_code	TREATTX-0000-00175
diagnosis_3240	treatment	rx_250
rx_250	treatment_code	IA007
diagnosis_3240	disease	disease_2
diagnosis_3240	memo	memo_6479
diagnosis_3240	symptom	cc247
diagnosis_3241	pet_number	pet_156-5718
pet_156-5718	species	Canine
pet_156-5718	breed	Pomeranian
pet_156-5718	gender	gender_3
diagnosis_3241	age_group	superaged
diagnosis_3241	age	age_14
diagnosis_3241	weight	weight_251
diagnosis_3241	treatment	rx_5
rx_5	treatment_code	TREATTX-0002-00013
diagnosis_3241	treatment	rx_75
rx_75	treatment_code	TREATTX-0002-00008
diagnosis_3241	treatment	rx_88
rx_88	treatment_code	TREATTX-0000-00442
diagnosis_3241	treatment	rx_510
rx_510	treatment_code	TREATTX-0000-00539
diagnosis_3241	treatment	rx_121
rx_121	treatment_code	EAE011
diagnosis_3241	treatment	rx_7
rx_7	treatment_code	TREATTX-0001-00008
diagnosis_3241	treatment	rx_131
rx_131	treatment_code	EK018
diagnosis_3241	disease	disease_144
disease_144	main_category	내분비
diagnosis_3241	disease	disease_126
diagnosis_3241	memo	memo_6481
diagnosis_3241	symptom	cc166
diagnosis_3242	pet_number	pet_156-5960
pet_156-5960	species	Canine
pet_156-5960	breed	MALINOIS
pet_156-5960	gender	gender_3
diagnosis_3242	age_group	adult
diagnosis_3242	age	age_4
diagnosis_3242	treatment	rx_29
rx_29	treatment_code	TREATTX-0016-00002
diagnosis_3242	disease	disease_2
diagnosis_3242	memo	memo_6483
diagnosis_3242	symptom	cc1059
diagnosis_3243	pet_number	pet_156-5922
pet_156-5922	species	Canine
pet_156-5922	breed	Jindo Dog
pet_156-5922	gender	gender_1
diagnosis_3243	age_group	old-age
diagnosis_3243	age	age_9
diagnosis_3243	weight	weight_307
diagnosis_3243	treatment	rx_102
rx_102	treatment_code	TREATTX-0009-00002
diagnosis_3243	treatment	rx_477
rx_477	treatment_code	TREATTX-0000-00543
diagnosis_3243	treatment	rx_478
rx_478	treatment_code	TREATTX-0000-00537
diagnosis_3243	treatment	rx_280
rx_280	treatment_code	JA008
diagnosis_3243	treatment	rx_60
rx_60	treatment_code	EAF006
diagnosis_3243	treatment	rx_494
rx_494	treatment_code	TREATTX-0000-00535
diagnosis_3243	disease	disease_2
diagnosis_3243	memo	memo_6485
diagnosis_3244	pet_number	pet_156-5961
pet_156-5961	species	Canine
pet_156-5961	breed	Poodle
pet_156-5961	gender	gender_2
diagnosis_3244	age_group	adult
diagnosis_3244	age	age_5
diagnosis_3244	disease	disease_2
diagnosis_3244	memo	memo_6487
diagnosis_3245	pet_number	pet_156-5191
pet_156-5191	species	Canine
pet_156-5191	breed	Shih Tzu
pet_156-5191	gender	gender_3
diagnosis_3245	age_group	old-age
diagnosis_3245	age	age_9
diagnosis_3245	weight	weight_310
diagnosis_3245	treatment	rx_7
rx_7	treatment_code	TREATTX-0001-00008
diagnosis_3245	treatment	rx_478
rx_478	treatment_code	TREATTX-0000-00537
diagnosis_3245	treatment	rx_37
rx_37	treatment_code	EF011
diagnosis_3245	treatment	rx_10
rx_10	treatment_code	TREATTX-0002-00027
diagnosis_3245	disease	disease_2
diagnosis_3245	memo	memo_6489
diagnosis_3246	pet_number	pet_156-5818
pet_156-5818	species	Canine
pet_156-5818	breed	Maltese
pet_156-5818	gender	gender_4
diagnosis_3246	age_group	old-age
diagnosis_3246	age	age_9
diagnosis_3246	weight	weight_52
diagnosis_3246	treatment	rx_5
rx_5	treatment_code	TREATTX-0002-00013
diagnosis_3246	disease	disease_26
disease_26	main_category	소화기
diagnosis_3246	memo	memo_6491
diagnosis_3246	symptom	disease_329
diagnosis_3246	symptom	disease_373
diagnosis_3246	symptom	cc1047
diagnosis_3247	pet_number	pet_156-5542
pet_156-5542	species	Canine
pet_156-5542	breed	Dachshund
pet_156-5542	gender	gender_3
diagnosis_3247	age_group	old-age
diagnosis_3247	age	age_12
diagnosis_3247	weight	weight_125
diagnosis_3247	treatment	rx_64
rx_64	treatment_code	TREATTX-0002-00010
diagnosis_3247	treatment	rx_55
rx_55	treatment_code	TREATTX-0000-00335
diagnosis_3247	treatment	rx_9
rx_9	treatment_code	TREATTX-0000-00409
diagnosis_3247	treatment	rx_279
rx_279	treatment_code	TREATTX-0000-00472
diagnosis_3247	disease	disease_120
diagnosis_3247	memo	memo_6493
diagnosis_3248	pet_number	pet_156-5922
pet_156-5922	species	Canine
pet_156-5922	breed	Jindo Dog
pet_156-5922	gender	gender_1
diagnosis_3248	age_group	old-age
diagnosis_3248	age	age_9
diagnosis_3248	weight	weight_307
diagnosis_3248	treatment	rx_142
rx_142	treatment_code	JA007
diagnosis_3248	treatment	rx_316
rx_316	treatment_code	TREATTX-0000-00478
diagnosis_3248	disease	disease_2
diagnosis_3248	memo	memo_6495
diagnosis_3249	pet_number	pet_156-4800
pet_156-4800	species	Canine
pet_156-4800	breed	Maltese
pet_156-4800	gender	gender_3
diagnosis_3249	age_group	superaged
diagnosis_3249	age	age_14
diagnosis_3249	weight	weight_298
diagnosis_3249	disease	disease_2
diagnosis_3249	memo	memo_6497
diagnosis_3249	symptom	cc225
diagnosis_3250	pet_number	pet_156-5962
pet_156-5962	species	Canine
pet_156-5962	breed	Maltese
pet_156-5962	gender	gender_4
diagnosis_3250	age_group	superaged
diagnosis_3250	age	age_16
diagnosis_3250	disease	disease_2
diagnosis_3250	memo	memo_6499
diagnosis_3250	symptom	cc87
diagnosis_3251	pet_number	pet_156-5932
pet_156-5932	species	Canine
pet_156-5932	breed	Pomeranian
pet_156-5932	gender	gender_3
diagnosis_3251	age_group	old-age
diagnosis_3251	age	age_10
diagnosis_3251	weight	weight_278
diagnosis_3251	treatment	rx_5
rx_5	treatment_code	TREATTX-0002-00013
diagnosis_3251	disease	disease_275
diagnosis_3251	memo	memo_6501
diagnosis_3252	pet_number	pet_156-5797
pet_156-5797	species	Canine
pet_156-5797	breed	Shih Tzu
pet_156-5797	gender	gender_4
diagnosis_3252	age_group	superaged
diagnosis_3252	age	age_15
diagnosis_3252	weight	weight_104
diagnosis_3252	treatment	rx_9
rx_9	treatment_code	TREATTX-0000-00409
diagnosis_3252	treatment	rx_10
rx_10	treatment_code	TREATTX-0002-00027
diagnosis_3252	disease	disease_275
diagnosis_3252	memo	memo_6503
diagnosis_3252	symptom	cc166
diagnosis_3253	pet_number	pet_156-5963
pet_156-5963	species	Canine
pet_156-5963	breed	Pekingese
pet_156-5963	gender	gender_4
diagnosis_3253	age_group	adult
diagnosis_3253	age	age_2
diagnosis_3253	disease	disease_2
diagnosis_3253	memo	memo_6505
diagnosis_3253	symptom	cc776
diagnosis_3254	pet_number	pet_156-2780
pet_156-2780	species	Canine
pet_156-2780	breed	Samoyed
pet_156-2780	gender	gender_4
diagnosis_3254	age_group	superaged
diagnosis_3254	age	age_14
diagnosis_3254	weight	weight_91
diagnosis_3254	disease	disease_2
diagnosis_3254	memo	memo_6507
diagnosis_3254	symptom	cc751
diagnosis_3255	pet_number	pet_156-5964
pet_156-5964	species	Canine
pet_156-5964	breed	Mixed
pet_156-5964	gender	gender_3
diagnosis_3255	age_group	old-age
diagnosis_3255	age	age_7
diagnosis_3255	disease	disease_2
diagnosis_3255	memo	memo_6509
diagnosis_3255	symptom	cc932
diagnosis_3256	pet_number	pet_156-5755
pet_156-5755	species	Canine
pet_156-5755	breed	Poodle
pet_156-5755	gender	gender_4
diagnosis_3256	age_group	superaged
diagnosis_3256	age	age_15
diagnosis_3256	weight	weight_55
diagnosis_3256	treatment	rx_435
rx_435	treatment_code	TREATTX-0000-00503
diagnosis_3256	treatment	rx_7
rx_7	treatment_code	TREATTX-0001-00008
diagnosis_3256	treatment	rx_1
rx_1	treatment_code	SSSS006
diagnosis_3256	treatment	rx_2
rx_2	treatment_code	SSSS011
diagnosis_3256	treatment	rx_477
rx_477	treatment_code	TREATTX-0000-00543
diagnosis_3256	treatment	rx_476
rx_476	treatment_code	TREATTX-0000-00531
diagnosis_3256	treatment	rx_54
rx_54	treatment_code	TREATTX-0000-00235
diagnosis_3256	disease	disease_102
diagnosis_3256	disease	disease_14
diagnosis_3256	disease	disease_68
diagnosis_3256	disease	disease_13
diagnosis_3256	memo	memo_6511
diagnosis_3256	symptom	cc1054
diagnosis_3256	symptom	cc1055
diagnosis_3256	symptom	cc1056
diagnosis_3257	pet_number	pet_156-5952
pet_156-5952	species	Canine
pet_156-5952	breed	Pomeranian
pet_156-5952	gender	gender_3
diagnosis_3257	age_group	adult
diagnosis_3257	age	age_6
diagnosis_3257	weight	weight_37
diagnosis_3257	treatment	rx_7
rx_7	treatment_code	TREATTX-0001-00008
diagnosis_3257	treatment	rx_37
rx_37	treatment_code	EF011
diagnosis_3257	disease	disease_2
diagnosis_3257	memo	memo_6513
diagnosis_3257	symptom	cc1040
diagnosis_3258	pet_number	pet_156-4377
pet_156-4377	species	Canine
pet_156-4377	breed	Shih Tzu
pet_156-4377	gender	gender_4
diagnosis_3258	age_group	superaged
diagnosis_3258	age	age_15
diagnosis_3258	weight	weight_308
diagnosis_3258	treatment	rx_7
rx_7	treatment_code	TREATTX-0001-00008
diagnosis_3258	treatment	rx_1
rx_1	treatment_code	SSSS006
diagnosis_3258	treatment	rx_5
rx_5	treatment_code	TREATTX-0002-00013
diagnosis_3258	treatment	rx_6
rx_6	treatment_code	8
diagnosis_3258	treatment	rx_278
rx_278	treatment_code	TREATTX-0000-00471
diagnosis_3258	treatment	rx_55
rx_55	treatment_code	TREATTX-0000-00335
diagnosis_3258	treatment	rx_63
rx_63	treatment_code	TREATTX-0000-00368
diagnosis_3258	disease	disease_396
diagnosis_3258	disease	disease_111
diagnosis_3258	disease	disease_56
diagnosis_3258	memo	memo_6515
diagnosis_3258	symptom	cc980
diagnosis_3259	pet_number	pet_156-5962
pet_156-5962	species	Canine
pet_156-5962	breed	Maltese
pet_156-5962	gender	gender_4
diagnosis_3259	age_group	superaged
diagnosis_3259	age	age_16
diagnosis_3259	weight	weight_36
diagnosis_3259	treatment	rx_0
rx_0	treatment_code	TREATTX-0000-00120
diagnosis_3259	treatment	rx_1
rx_1	treatment_code	SSSS006
diagnosis_3259	treatment	rx_2
rx_2	treatment_code	SSSS011
diagnosis_3259	treatment	rx_485
rx_485	treatment_code	TREATTX-0000-00532
diagnosis_3259	disease	disease_206
diagnosis_3259	memo	memo_6517
diagnosis_3259	symptom	cc1060
diagnosis_3260	pet_number	pet_156-2780
pet_156-2780	species	Canine
pet_156-2780	breed	Samoyed
pet_156-2780	gender	gender_4
diagnosis_3260	age_group	superaged
diagnosis_3260	age	age_14
diagnosis_3260	weight	weight_91
diagnosis_3260	prescription	rx_33
rx_33	prescription_code	코드-1
diagnosis_3260	treatment	rx_220
rx_220	treatment_code	코드-1
diagnosis_3260	disease	disease_236
diagnosis_3260	disease	disease_397
diagnosis_3260	disease	disease_260
diagnosis_3260	memo	memo_6519
diagnosis_3260	symptom	cc258
diagnosis_3261	pet_number	pet_156-5739
pet_156-5739	species	Canine
pet_156-5739	breed	Maltese
pet_156-5739	gender	gender_3
diagnosis_3261	age_group	old-age
diagnosis_3261	age	age_11
diagnosis_3261	weight	weight_24
diagnosis_3261	prescription	rx_29
rx_29	prescription_code	8806578015017
diagnosis_3261	disease	disease_398
diagnosis_3261	memo	memo_6521
diagnosis_3261	symptom	cc1061
diagnosis_3262	pet_number	pet_156-5200
pet_156-5200	species	Canine
pet_156-5200	breed	Maltese
pet_156-5200	gender	gender_3
diagnosis_3262	age_group	old-age
diagnosis_3262	age	age_10
diagnosis_3262	weight	weight_3
diagnosis_3262	prescription	rx_38
rx_38	prescription_code	8806649000324
diagnosis_3262	disease	disease_275
diagnosis_3262	memo	memo_6523
diagnosis_3262	symptom	cc18
diagnosis_3263	pet_number	pet_156-2780
pet_156-2780	species	Canine
pet_156-2780	breed	Samoyed
pet_156-2780	gender	gender_4
diagnosis_3263	age_group	superaged
diagnosis_3263	age	age_14
diagnosis_3263	weight	weight_91
diagnosis_3263	prescription	rx_22
rx_22	prescription_code	8800553000111
diagnosis_3263	prescription	rx_23
rx_23	prescription_code	8806422007021
diagnosis_3263	disease	disease_236
diagnosis_3263	disease	disease_397
diagnosis_3263	disease	disease_260
diagnosis_3263	memo	memo_6525
diagnosis_3263	symptom	cc258
diagnosis_3264	pet_number	pet_156-5898
pet_156-5898	species	Canine
pet_156-5898	breed	Mixed
pet_156-5898	gender	gender_2
diagnosis_3264	age_group	superaged
diagnosis_3264	age	age_17
diagnosis_3264	weight	weight_75
diagnosis_3264	prescription	rx_23
rx_23	prescription_code	8806422007021
diagnosis_3264	prescription	rx_25
rx_25	prescription_code	8806578045632
diagnosis_3264	disease	disease_399
diagnosis_3264	memo	memo_6527
diagnosis_3264	symptom	cc146
diagnosis_3265	pet_number	pet_156-5962
pet_156-5962	species	Canine
pet_156-5962	breed	Maltese
pet_156-5962	gender	gender_4
diagnosis_3265	age_group	superaged
diagnosis_3265	age	age_16
diagnosis_3265	weight	weight_36
diagnosis_3265	prescription	rx_30
rx_30	prescription_code	8806498019126
diagnosis_3265	disease	disease_206
diagnosis_3265	memo	memo_6529
diagnosis_3265	symptom	cc1060
diagnosis_3266	pet_number	pet_156-2780
pet_156-2780	species	Canine
pet_156-2780	breed	Samoyed
pet_156-2780	gender	gender_4
diagnosis_3266	age_group	superaged
diagnosis_3266	age	age_14
diagnosis_3266	weight	weight_91
diagnosis_3266	prescription	rx_30
rx_30	prescription_code	8806498019126
diagnosis_3266	disease	disease_236
diagnosis_3266	disease	disease_397
diagnosis_3266	disease	disease_260
diagnosis_3266	memo	memo_6531
diagnosis_3266	symptom	cc258
diagnosis_3267	pet_number	pet_156-5898
pet_156-5898	species	Canine
pet_156-5898	breed	Mixed
pet_156-5898	gender	gender_2
diagnosis_3267	age_group	superaged
diagnosis_3267	age	age_17
diagnosis_3267	weight	weight_75
diagnosis_3267	prescription	rx_30
rx_30	prescription_code	8806498019126
diagnosis_3267	disease	disease_399
diagnosis_3267	memo	memo_6533
diagnosis_3267	symptom	cc146
diagnosis_3268	pet_number	pet_156-5962
pet_156-5962	species	Canine
pet_156-5962	breed	Maltese
pet_156-5962	gender	gender_4
diagnosis_3268	age_group	superaged
diagnosis_3268	age	age_16
diagnosis_3268	weight	weight_36
diagnosis_3268	treatment	rx_50
rx_50	treatment_code	TREATTX-0000-00340
diagnosis_3268	treatment	rx_37
rx_37	treatment_code	EF011
diagnosis_3268	treatment	rx_355
rx_355	treatment_code	TREATTX-0000-00046
diagnosis_3268	treatment	rx_56
rx_56	treatment_code	EF009
diagnosis_3268	treatment	rx_97
rx_97	treatment_code	EB007
diagnosis_3268	treatment	rx_98
rx_98	treatment_code	EB004
diagnosis_3268	treatment	rx_107
rx_107	treatment_code	TREATTX-0013-00024
diagnosis_3268	treatment	rx_108
rx_108	treatment_code	TREATTX-0005-00028
diagnosis_3268	treatment	rx_84
rx_84	treatment_code	TREATTX-0013-00011
diagnosis_3268	disease	disease_206
diagnosis_3268	memo	memo_6535
diagnosis_3268	symptom	cc1060
diagnosis_3269	pet_number	pet_156-2780
pet_156-2780	species	Canine
pet_156-2780	breed	Samoyed
pet_156-2780	gender	gender_4
diagnosis_3269	age_group	superaged
diagnosis_3269	age	age_14
diagnosis_3269	weight	weight_91
diagnosis_3269	treatment	rx_0
rx_0	treatment_code	TREATTX-0000-00120
diagnosis_3269	treatment	rx_1
rx_1	treatment_code	SSSS006
diagnosis_3269	treatment	rx_477
rx_477	treatment_code	TREATTX-0000-00543
diagnosis_3269	treatment	rx_476
rx_476	treatment_code	TREATTX-0000-00531
diagnosis_3269	treatment	rx_478
rx_478	treatment_code	TREATTX-0000-00537
diagnosis_3269	treatment	rx_37
rx_37	treatment_code	EF011
diagnosis_3269	treatment	rx_56
rx_56	treatment_code	EF009
diagnosis_3269	treatment	rx_2
rx_2	treatment_code	SSSS011
diagnosis_3269	treatment	rx_223
rx_223	treatment_code	TREATTX-0000-00381
diagnosis_3269	treatment	rx_512
rx_512	treatment_code	TREATTX-0000-00058
diagnosis_3269	treatment	rx_483
rx_483	treatment_code	TREATTX-0000-00544
diagnosis_3269	treatment	rx_435
rx_435	treatment_code	TREATTX-0000-00503
diagnosis_3269	treatment	rx_82
rx_82	treatment_code	TREATTX-0000-00432
diagnosis_3269	treatment	rx_55
rx_55	treatment_code	TREATTX-0000-00335
diagnosis_3269	disease	disease_236
diagnosis_3269	disease	disease_397
diagnosis_3269	disease	disease_260
diagnosis_3269	memo	memo_6537
diagnosis_3269	symptom	cc258
diagnosis_3270	pet_number	pet_156-5939
pet_156-5939	species	Canine
pet_156-5939	breed	Labrador Retriever
pet_156-5939	gender	gender_2
diagnosis_3270	age_group	adult
diagnosis_3270	age	age_2
diagnosis_3270	weight	weight_213
diagnosis_3270	treatment	rx_7
rx_7	treatment_code	TREATTX-0001-00008
diagnosis_3270	treatment	rx_477
rx_477	treatment_code	TREATTX-0000-00543
diagnosis_3270	treatment	rx_29
rx_29	treatment_code	TREATTX-0016-00002
diagnosis_3270	disease	disease_3
disease_3	main_category	일반
diagnosis_3270	memo	memo_6539
diagnosis_3270	symptom	cc918
diagnosis_3271	pet_number	pet_156-5822
pet_156-5822	species	Canine
pet_156-5822	breed	Maltese
pet_156-5822	gender	gender_4
diagnosis_3271	age_group	old-age
diagnosis_3271	age	age_9
diagnosis_3271	weight	weight_35
diagnosis_3271	treatment	rx_7
rx_7	treatment_code	TREATTX-0001-00008
diagnosis_3271	treatment	rx_1
rx_1	treatment_code	SSSS006
diagnosis_3271	treatment	rx_3
rx_3	treatment_code	TREATTX-0000-00064
diagnosis_3271	treatment	rx_24
rx_24	treatment_code	TREATTX-0000-00324
diagnosis_3271	treatment	rx_25
rx_25	treatment_code	TREATTX-0000-00434
diagnosis_3271	treatment	rx_12
rx_12	treatment_code	TREATTX-0002-00009
diagnosis_3271	treatment	rx_63
rx_63	treatment_code	TREATTX-0000-00368
diagnosis_3271	treatment	rx_326
rx_326	treatment_code	TREATTX-0000-00344
diagnosis_3271	disease	disease_2
diagnosis_3271	memo	memo_6541
diagnosis_3271	symptom	cc977
diagnosis_3271	symptom	cc1062
diagnosis_3272	pet_number	pet_156-5966
pet_156-5966	species	Canine
pet_156-5966	breed	Maltese
pet_156-5966	gender	gender_4
diagnosis_3272	age_group	superaged
diagnosis_3272	age	age_14
diagnosis_3272	disease	disease_2
diagnosis_3272	memo	memo_6543
diagnosis_3272	symptom	cc16
diagnosis_3272	symptom	cc1063
diagnosis_3272	symptom	cc1064
diagnosis_3272	symptom	cc1065
diagnosis_3273	pet_number	pet_156-5834
pet_156-5834	species	Canine
pet_156-5834	breed	Pomeranian
pet_156-5834	gender	gender_3
diagnosis_3273	age_group	old-age
diagnosis_3273	age	age_12
diagnosis_3273	weight	weight_52
diagnosis_3273	treatment	rx_9
rx_9	treatment_code	TREATTX-0000-00409
diagnosis_3273	treatment	rx_5
rx_5	treatment_code	TREATTX-0002-00013
diagnosis_3273	treatment	rx_47
rx_47	treatment_code	TREATTX-0000-00094
diagnosis_3273	disease	disease_2
diagnosis_3273	memo	memo_6545
diagnosis_3273	symptom	cc5
diagnosis_3274	pet_number	pet_156-5739
pet_156-5739	species	Canine
pet_156-5739	breed	Maltese
pet_156-5739	gender	gender_3
diagnosis_3274	age_group	old-age
diagnosis_3274	age	age_11
diagnosis_3274	weight	weight_24
diagnosis_3274	treatment	rx_5
rx_5	treatment_code	TREATTX-0002-00013
diagnosis_3274	treatment	rx_18
rx_18	treatment_code	TREATTX-0000-00266
diagnosis_3274	treatment	rx_9
rx_9	treatment_code	TREATTX-0000-00409
diagnosis_3274	disease	disease_398
diagnosis_3274	memo	memo_6547
diagnosis_3274	symptom	cc1061
diagnosis_3275	pet_number	pet_156-4635
pet_156-4635	species	Canine
pet_156-4635	breed	Pomeranian
pet_156-4635	gender	gender_4
diagnosis_3275	age_group	old-age
diagnosis_3275	age	age_11
diagnosis_3275	weight	weight_34
diagnosis_3275	treatment	rx_5
rx_5	treatment_code	TREATTX-0002-00013
diagnosis_3275	treatment	rx_73
rx_73	treatment_code	TREATTX-0000-00441
diagnosis_3275	disease	disease_2
diagnosis_3275	memo	memo_6549
diagnosis_3275	symptom	cc1066
diagnosis_3276	pet_number	pet_156-5191
pet_156-5191	species	Canine
pet_156-5191	breed	Shih Tzu
pet_156-5191	gender	gender_3
diagnosis_3276	age_group	old-age
diagnosis_3276	age	age_9
diagnosis_3276	weight	weight_310
diagnosis_3276	disease	disease_2
diagnosis_3276	memo	memo_6551
diagnosis_3276	symptom	cc1067
diagnosis_3277	pet_number	pet_156-5818
pet_156-5818	species	Canine
pet_156-5818	breed	Maltese
pet_156-5818	gender	gender_4
diagnosis_3277	age_group	old-age
diagnosis_3277	age	age_9
diagnosis_3277	weight	weight_52
diagnosis_3277	disease	disease_2
diagnosis_3277	memo	memo_6553
diagnosis_3277	symptom	cc1067
diagnosis_3278	pet_number	pet_156-5191
pet_156-5191	species	Canine
pet_156-5191	breed	Shih Tzu
pet_156-5191	gender	gender_3
diagnosis_3278	age_group	old-age
diagnosis_3278	age	age_9
diagnosis_3278	weight	weight_310
diagnosis_3278	disease	disease_2
diagnosis_3278	memo	memo_6555
diagnosis_3279	pet_number	pet_156-5838
pet_156-5838	species	Canine
pet_156-5838	breed	Maltese
pet_156-5838	gender	gender_4
diagnosis_3279	age_group	old-age
diagnosis_3279	age	age_12
diagnosis_3279	weight	weight_11
diagnosis_3279	treatment	rx_7
rx_7	treatment_code	TREATTX-0001-00008
diagnosis_3279	treatment	rx_1
rx_1	treatment_code	SSSS006
diagnosis_3279	treatment	rx_5
rx_5	treatment_code	TREATTX-0002-00013
diagnosis_3279	treatment	rx_503
rx_503	treatment_code	TREATTX-0000-00549
diagnosis_3279	treatment	rx_18
rx_18	treatment_code	TREATTX-0000-00266
diagnosis_3279	disease	disease_37
disease_37	main_category	내분비
diagnosis_3279	memo	memo_6557
diagnosis_3279	symptom	cc1068
diagnosis_3280	pet_number	pet_156-5917
pet_156-5917	species	Canine
pet_156-5917	breed	Labrador Retriever
pet_156-5917	gender	gender_3
diagnosis_3280	age_group	old-age
diagnosis_3280	age	age_7
diagnosis_3280	weight	weight_147
diagnosis_3280	disease	disease_2
diagnosis_3280	memo	memo_6559
diagnosis_3281	pet_number	pet_156-5652
pet_156-5652	species	Canine
pet_156-5652	breed	Poodle
pet_156-5652	gender	gender_4
diagnosis_3281	age_group	superaged
diagnosis_3281	age	age_14
diagnosis_3281	weight	weight_252
diagnosis_3281	treatment	rx_7
rx_7	treatment_code	TREATTX-0001-00008
diagnosis_3281	treatment	rx_1
rx_1	treatment_code	SSSS006
diagnosis_3281	treatment	rx_425
rx_425	treatment_code	TREATTX-0000-00506
diagnosis_3281	treatment	rx_5
rx_5	treatment_code	TREATTX-0002-00013
diagnosis_3281	treatment	rx_6
rx_6	treatment_code	8
diagnosis_3281	disease	disease_2
diagnosis_3281	memo	memo_6561
diagnosis_3282	pet_number	pet_156-5464
pet_156-5464	species	Canine
pet_156-5464	breed	MALINOIS
pet_156-5464	gender	gender_5
diagnosis_3282	age_group	old-age
diagnosis_3282	age	age_8
diagnosis_3282	weight	weight_142
diagnosis_3282	disease	disease_2
diagnosis_3282	memo	memo_6563
diagnosis_3283	pet_number	pet_156-2339
pet_156-2339	species	Canine
pet_156-2339	gender	gender_1
diagnosis_3283	age_group	old-age
diagnosis_3283	age	age_7
diagnosis_3283	weight	weight_42
diagnosis_3283	treatment	rx_28
rx_28	treatment_code	TREATTX-0002-00015
diagnosis_3283	disease	disease_2
diagnosis_3283	memo	memo_6565
diagnosis_3283	symptom	cc1069
diagnosis_3284	pet_number	pet_156-5200
pet_156-5200	species	Canine
pet_156-5200	breed	Maltese
pet_156-5200	gender	gender_3
diagnosis_3284	age_group	old-age
diagnosis_3284	age	age_10
diagnosis_3284	weight	weight_3
diagnosis_3284	treatment	rx_9
rx_9	treatment_code	TREATTX-0000-00409
diagnosis_3284	treatment	rx_5
rx_5	treatment_code	TREATTX-0002-00013
diagnosis_3284	treatment	rx_22
rx_22	treatment_code	TREATTX-0000-00349
diagnosis_3284	disease	disease_275
diagnosis_3284	memo	memo_6567
diagnosis_3284	symptom	cc18
diagnosis_3285	pet_number	pet_156-5947
pet_156-5947	species	Canine
pet_156-5947	breed	Boston Terrier
pet_156-5947	gender	gender_3
diagnosis_3285	age_group	old-age
diagnosis_3285	age	age_11
diagnosis_3285	weight	weight_14
diagnosis_3285	treatment	rx_7
rx_7	treatment_code	TREATTX-0001-00008
diagnosis_3285	treatment	rx_272
rx_272	treatment_code	IA011
diagnosis_3285	disease	disease_2
diagnosis_3285	memo	memo_6569
diagnosis_3285	symptom	cc564
diagnosis_3286	pet_number	pet_156-5200
pet_156-5200	species	Canine
pet_156-5200	breed	Maltese
pet_156-5200	gender	gender_3
diagnosis_3286	age_group	old-age
diagnosis_3286	age	age_10
diagnosis_3286	weight	weight_3
diagnosis_3286	treatment	rx_7
rx_7	treatment_code	TREATTX-0001-00008
diagnosis_3286	treatment	rx_14
rx_14	treatment_code	EA020
diagnosis_3286	treatment	rx_250
rx_250	treatment_code	IA007
diagnosis_3286	treatment	rx_272
rx_272	treatment_code	IA011
diagnosis_3286	disease	disease_2
diagnosis_3286	memo	memo_6571
diagnosis_3286	symptom	cc247
diagnosis_3287	pet_number	pet_156-5898
pet_156-5898	species	Canine
pet_156-5898	breed	Mixed
pet_156-5898	gender	gender_2
diagnosis_3287	age_group	superaged
diagnosis_3287	age	age_17
diagnosis_3287	weight	weight_75
diagnosis_3287	treatment	rx_7
rx_7	treatment_code	TREATTX-0001-00008
diagnosis_3287	treatment	rx_1
rx_1	treatment_code	SSSS006
diagnosis_3287	treatment	rx_2
rx_2	treatment_code	SSSS011
diagnosis_3287	treatment	rx_84
rx_84	treatment_code	TREATTX-0013-00011
diagnosis_3287	treatment	rx_4
rx_4	treatment_code	EAB013
diagnosis_3287	treatment	rx_0
rx_0	treatment_code	TREATTX-0000-00120
diagnosis_3287	treatment	rx_89
rx_89	treatment_code	FA006
diagnosis_3287	treatment	rx_90
rx_90	treatment_code	TREATTX-0013-00022
diagnosis_3287	treatment	rx_146
rx_146	treatment_code	DE003
diagnosis_3287	treatment	rx_148
rx_148	treatment_code	TREATTX-0004-00009
diagnosis_3287	treatment	rx_513
rx_513	treatment_code	DE001
diagnosis_3287	treatment	rx_147
rx_147	treatment_code	DE002
diagnosis_3287	treatment	rx_5
rx_5	treatment_code	TREATTX-0002-00013
diagnosis_3287	disease	disease_399
diagnosis_3287	disease	disease_27
diagnosis_3287	memo	memo_6573
diagnosis_3287	symptom	cc146
diagnosis_3288	pet_number	pet_156-5412
pet_156-5412	species	Canine
pet_156-5412	breed	Labrador Retriever
pet_156-5412	gender	gender_4
diagnosis_3288	age_group	adult
diagnosis_3288	age	age_3
diagnosis_3288	disease	disease_2
diagnosis_3288	memo	memo_6575
diagnosis_3289	pet_number	pet_156-4159
pet_156-4159	species	Canine
pet_156-4159	breed	Labrador Retriever
pet_156-4159	gender	gender_1
diagnosis_3289	age_group	adult
diagnosis_3289	age	age_5
diagnosis_3289	weight	weight_143
diagnosis_3289	disease	disease_2
diagnosis_3289	memo	memo_6577
diagnosis_3289	symptom	cc1070
diagnosis_3290	pet_number	pet_156-4623
pet_156-4623	species	Canine
pet_156-4623	breed	Mixed
pet_156-4623	gender	gender_4
diagnosis_3290	age_group	superaged
diagnosis_3290	age	age_15
